date,interest,balance
2006-03-04,4.0,128.31859627542755
2006-03-05,4.0,128.33238536381344
2006-03-06,4.0,128.34617593397178
2006-03-07,4.0,128.35996798606175
2006-03-08,4.0,128.37376152024262
2006-03-09,4.0,128.3875565366737
2006-03-10,4.0,128.40135303551423
2006-03-11,4.0,128.41515101692352
2006-03-12,4.0,128.42895048106087
2006-03-13,4.0,128.44275142808564
2006-03-14,4.0,128.45655385815718
2006-03-15,4.0,128.47035777143483
2006-03-16,4.0,128.484163168078
2006-03-17,4.0,128.4979700482461
2006-03-18,4.0,128.5117784120985
2006-03-19,4.0,128.5255882597947
2006-03-20,4.0,128.5393995914941
2006-03-21,4.0,128.5532124073562
2006-03-22,4.0,128.56702670754046
2006-03-23,4.0,128.58084249220644
2006-03-24,4.0,128.59465976151364
2006-03-25,4.0,128.60847851562156
2006-03-26,4.0,128.62229875468978
2006-03-27,4.0,128.6361204788779
2006-03-28,4.0,128.64994368834547
2006-03-29,4.0,128.66376838325212
2006-03-30,4.0,128.67759456375748
2006-03-31,4.0,128.6914222300212
2006-04-01,4.0,128.70525138220287
2006-04-02,4.0,128.71908202046228
2006-04-03,4.0,128.732914144959
2006-04-04,4.0,128.74674775585285
2006-04-05,4.0,128.7605828533035
2006-04-06,4.0,128.77441943747073
2006-04-07,4.0,128.78825750851425
2006-04-08,4.0,128.80209706659386
2006-04-09,4.0,128.81593811186937
2006-04-10,4.0,128.8297806445006
2006-04-11,4.0,128.84362466464736
2006-04-12,4.0,128.8574701724695
2006-04-13,4.0,128.87131716812692
2006-04-14,4.0,128.88516565177946
2006-04-15,4.0,128.89901562358702
2006-04-16,4.0,128.91286708370956
2006-04-17,4.0,128.92672003230697
2006-04-18,4.0,128.94057446953923
2006-04-19,4.0,128.95443039556628
2006-04-20,4.0,128.9682878105481
2006-04-21,4.0,128.98214671464473
2006-04-22,4.0,128.9960071080162
2006-04-23,4.0,129.0098689908225
2006-04-24,4.0,129.0237323632237
2006-04-25,4.0,129.0375972253799
2006-04-26,4.0,129.05146357745113
2006-04-27,4.0,129.06533141959756
2006-04-28,4.0,129.07920075197924
2006-04-29,4.0,129.0930715747564
2006-04-30,4.0,129.10694388808915
2006-05-01,4.0,129.12081769213765
2006-05-02,4.0,129.1346929870621
2006-05-03,4.0,129.14856977302276
2006-05-04,4.0,129.1624480501798
2006-05-05,4.0,129.17632781869344
2006-05-06,4.0,129.190209078724
2006-05-07,4.0,129.20409183043176
2006-05-08,4.0,129.21797607397696
2006-05-09,4.0,129.23186180951996
2006-05-10,4.0,129.2457490372211
2006-05-11,4.0,129.25963775724065
2006-05-12,4.0,129.27352796973906
2006-05-13,4.0,129.28741967487667
2006-05-14,4.0,129.30131287281387
2006-05-15,4.0,129.3152075637111
2006-05-16,4.0,129.32910374772882
2006-05-17,4.0,129.3430014250274
2006-05-18,4.0,129.3569005957674
2006-05-19,4.0,129.3708012601092
2006-05-20,4.0,129.3847034182134
2006-05-21,4.0,129.39860707024047
2006-05-22,4.0,129.41251221635096
2006-05-23,4.0,129.4264188567054
2006-05-24,4.0,129.44032699146442
2006-05-25,4.0,129.45423662078852
2006-05-26,4.0,129.4681477448384
2006-05-27,4.0,129.48206036377462
2006-05-28,4.0,129.4959744777578
2006-05-29,4.0,129.5098900869487
2006-05-30,4.0,129.5238071915079
2006-05-31,4.0,129.53772579159613
2006-06-01,4.0,129.5516458873741
2006-06-02,4.0,129.5655674790025
2006-06-03,4.0,129.57949056664214
2006-06-04,4.0,129.5934151504537
2006-06-05,4.0,129.60734123059802
2006-06-06,4.0,129.6212688072359
2006-06-07,4.0,129.6351978805281
2006-06-08,4.25,129.64998128240148
2006-06-09,4.25,129.66476637015168
2006-06-10,4.25,129.67955314397088
2006-06-11,4.25,129.69434160405143
2006-06-12,4.25,129.70913175058558
2006-06-13,4.25,129.72392358376567
2006-06-14,4.25,129.73871710378407
2006-06-15,4.25,129.7535123108331
2006-06-16,4.25,129.76830920510514
2006-06-17,4.25,129.78310778679264
2006-06-18,4.25,129.797908056088
2006-06-19,4.25,129.81271001318368
2006-06-20,4.25,129.82751365827215
2006-06-21,4.25,129.84231899154594
2006-06-22,4.25,129.85712601319753
2006-06-23,4.25,129.87193472341946
2006-06-24,4.25,129.88674512240434
2006-06-25,4.25,129.9015572103447
2006-06-26,4.25,129.91637098743314
2006-06-27,4.25,129.93118645386232
2006-06-28,4.25,129.94600360982488
2006-06-29,4.25,129.9608224555135
2006-06-30,4.25,129.97564299112085
2006-07-01,4.25,129.9904652168397
2006-07-02,4.25,130.0052891328627
2006-07-03,4.25,130.0201147393827
2006-07-04,4.25,130.03494203659244
2006-07-05,4.25,130.0497710246847
2006-07-06,4.25,130.06460170385233
2006-07-07,4.25,130.0794340742882
2006-07-08,4.25,130.09426813618518
2006-07-09,4.25,130.1091038897361
2006-07-10,4.25,130.1239413351339
2006-07-11,4.25,130.1387804725716
2006-07-12,4.25,130.15362130224202
2006-07-13,4.25,130.16846382433823
2006-07-14,4.25,130.1833080390532
2006-07-15,4.25,130.19815394658
2006-07-16,4.25,130.2130015471116
2006-07-17,4.25,130.22785084084109
2006-07-18,4.25,130.2427018279616
2006-07-19,4.25,130.25755450866623
2006-07-20,4.25,130.27240888314807
2006-07-21,4.25,130.28726495160032
2006-07-22,4.25,130.30212271421615
2006-07-23,4.25,130.31698217118876
2006-07-24,4.25,130.33184332271134
2006-07-25,4.25,130.3467061689772
2006-07-26,4.25,130.36157071017954
2006-07-27,4.25,130.37643694651166
2006-07-28,4.25,130.3913048781669
2006-07-29,4.25,130.40617450533858
2006-07-30,4.25,130.42104582822003
2006-07-31,4.25,130.43591884700467
2006-08-01,4.25,130.45079356188586
2006-08-02,4.25,130.46566997305703
2006-08-03,4.25,130.48054808071166
2006-08-04,4.25,130.49542788504317
2006-08-05,4.25,130.510309386245
2006-08-06,4.25,130.5251925845108
2006-08-07,4.25,130.54007748003397
2006-08-08,4.25,130.55496407300814
2006-08-09,4.25,130.5698523636268
2006-08-10,4.5,130.58559928085566
2006-08-11,4.5,130.60134809718605
2006-08-12,4.5,130.61709881284693
2006-08-13,4.5,130.63285142806743
2006-08-14,4.5,130.6486059430766
2006-08-15,4.5,130.66436235810357
2006-08-16,4.5,130.68012067337747
2006-08-17,4.5,130.69588088912752
2006-08-18,4.5,130.71164300558289
2006-08-19,4.5,130.72740702297278
2006-08-20,4.5,130.7431729415265
2006-08-21,4.5,130.7589407614733
2006-08-22,4.5,130.77471048304247
2006-08-23,4.5,130.79048210646343
2006-08-24,4.5,130.80625563196543
2006-08-25,4.5,130.82203105977797
2006-08-26,4.5,130.8378083901304
2006-08-27,4.5,130.85358762325222
2006-08-28,4.5,130.86936875937286
2006-08-29,4.5,130.88515179872184
2006-08-30,4.5,130.9009367415287
2006-08-31,4.5,130.91672358802305
2006-09-01,4.5,130.93251233843438
2006-09-02,4.5,130.94830299299235
2006-09-03,4.5,130.96409555192662
2006-09-04,4.5,130.97989001546685
2006-09-05,4.5,130.99568638384272
2006-09-06,4.5,131.01148465728397
2006-09-07,4.5,131.02728483602036
2006-09-08,4.5,131.04308692028164
2006-09-09,4.5,131.05889091029766
2006-09-10,4.5,131.07469680629828
2006-09-11,4.5,131.09050460851327
2006-09-12,4.5,131.10631431717258
2006-09-13,4.5,131.12212593250615
2006-09-14,4.5,131.1379394547439
2006-09-15,4.5,131.1537548841158
2006-09-16,4.5,131.16957222085188
2006-09-17,4.5,131.18539146518216
2006-09-18,4.5,131.2012126173367
2006-09-19,4.5,131.21703567754554
2006-09-20,4.5,131.23286064603886
2006-09-21,4.5,131.24868752304678
2006-09-22,4.5,131.26451630879941
2006-09-23,4.5,131.28034700352708
2006-09-24,4.5,131.2961796074599
2006-09-25,4.5,131.31201412082817
2006-09-26,4.5,131.32785054386216
2006-09-27,4.5,131.34368887679219
2006-09-28,4.5,131.35952911984856
2006-09-29,4.5,131.3753712732617
2006-09-30,4.5,131.3912153372619
2006-10-01,4.5,131.40706131207972
2006-10-02,4.5,131.42290919794547
2006-10-03,4.5,131.43875899508973
2006-10-04,4.5,131.45461070374293
2006-10-05,4.5,131.47046432413563
2006-10-06,4.5,131.4863198564984
2006-10-07,4.5,131.5021773010618
2006-10-08,4.5,131.51803665805645
2006-10-09,4.5,131.533897927713
2006-10-10,4.5,131.54976111026215
2006-10-11,4.5,131.56562620593456
2006-10-12,4.5,131.58149321496094
2006-10-13,4.5,131.5973621375721
2006-10-14,4.5,131.61323297399875
2006-10-15,4.5,131.62910572447174
2006-10-16,4.5,131.64498038922196
2006-10-17,4.5,131.66085696848015
2006-10-18,4.5,131.6767354624773
2006-10-19,4.5,131.6926158714443
2006-10-20,4.5,131.70849819561207
2006-10-21,4.5,131.72438243521165
2006-10-22,4.5,131.74026859047402
2006-10-23,4.5,131.75615666163017
2006-10-24,4.5,131.77204664891119
2006-10-25,4.5,131.78793855254818
2006-10-26,4.5,131.80383237277223
2006-10-27,4.5,131.8197281098145
2006-10-28,4.5,131.83562576390617
2006-10-29,4.5,131.8515253352784
2006-10-30,4.5,131.8674268241625
2006-10-31,4.5,131.88333023078962
2006-11-01,4.5,131.8992355553911
2006-11-02,4.5,131.91514279819825
2006-11-03,4.5,131.93105195944239
2006-11-04,4.5,131.9469630393549
2006-11-05,4.5,131.96287603816717
2006-11-06,4.5,131.97879095611063
2006-11-07,4.5,131.99470779341672
2006-11-08,4.5,132.0106265503169
2006-11-09,4.5,132.02654722704273
2006-11-10,4.5,132.04246982382568
2006-11-11,4.5,132.05839434089734
2006-11-12,4.5,132.07432077848932
2006-11-13,4.5,132.09024913683322
2006-11-14,4.5,132.10617941616067
2006-11-15,4.5,132.12211161670336
2006-11-16,4.5,132.13804573869302
2006-11-17,4.5,132.1539817823613
2006-11-18,4.5,132.16991974794007
2006-11-19,4.5,132.185859635661
2006-11-20,4.5,132.20180144575596
2006-11-21,4.5,132.2177451784568
2006-11-22,4.5,132.23369083399535
2006-11-23,4.5,132.24963841260356
2006-11-24,4.5,132.26558791451333
2006-11-25,4.5,132.2815393399566
2006-11-26,4.5,132.29749268916535
2006-11-27,4.5,132.3134479623716
2006-11-28,4.5,132.3294051598074
2006-11-29,4.5,132.3453642817048
2006-11-30,4.5,132.3613253282959
2006-12-01,4.5,132.3772882998128
2006-12-02,4.5,132.39325319648768
2006-12-03,4.5,132.40922001855267
2006-12-04,4.5,132.42518876624004
2006-12-05,4.5,132.44115943978198
2006-12-06,4.5,132.45713203941077
2006-12-07,4.5,132.47310656535868
2006-12-08,4.5,132.48908301785804
2006-12-09,4.5,132.50506139714116
2006-12-10,4.5,132.5210417034405
2006-12-11,4.5,132.53702393698833
2006-12-12,4.5,132.55300809801722
2006-12-13,4.5,132.56899418675954
2006-12-14,4.5,132.5849822034478
2006-12-15,4.5,132.6009721483145
2006-12-16,4.5,132.61696402159217
2006-12-17,4.5,132.63295782351344
2006-12-18,4.5,132.64895355431085
2006-12-19,4.5,132.66495121421704
2006-12-20,4.5,132.68095080346467
2006-12-21,4.5,132.69695232228642
2006-12-22,4.5,132.712955770915
2006-12-23,4.5,132.7289611495831
2006-12-24,4.5,132.7449684585236
2006-12-25,4.5,132.76097769796917
2006-12-26,4.5,132.7769888681527
2006-12-27,4.5,132.79300196930703
2006-12-28,4.5,132.80901700166504
2006-12-29,4.5,132.82503396545962
2006-12-30,4.5,132.84105286092372
2006-12-31,4.5,132.85707368829028
2007-01-01,4.5,132.87309644779234
2007-01-02,4.5,132.88912113966285
2007-01-03,4.5,132.90514776413488
2007-01-04,4.5,132.92117632144155
2007-01-05,4.5,132.9372068118159
2007-01-06,4.5,132.95323923549108
2007-01-07,4.5,132.9692735927003
2007-01-08,4.5,132.98530988367668
2007-01-09,4.5,133.00134810865347
2007-01-10,4.5,133.01738826786388
2007-01-11,4.5,133.03343036154124
2007-01-12,4.5,133.0494743899188
2007-01-13,4.5,133.06552035322989
2007-01-14,4.5,133.08156825170786
2007-01-15,4.5,133.09761808558613
2007-01-16,4.5,133.11366985509812
2007-01-17,4.5,133.1297235604772
2007-01-18,4.5,133.1457792019569
2007-01-19,4.5,133.1618367797707
2007-01-20,4.5,133.17789629415216
2007-01-21,4.5,133.19395774533476
2007-01-22,4.5,133.21002113355212
2007-01-23,4.5,133.22608645903784
2007-01-24,4.5,133.24215372202556
2007-01-25,4.5,133.25822292274898
2007-01-26,4.5,133.27429406144176
2007-01-27,4.5,133.2903671383376
2007-01-28,4.5,133.3064421536703
2007-01-29,4.5,133.3225191076736
2007-01-30,4.5,133.33859800058133
2007-01-31,4.5,133.35467883262731
2007-02-01,4.5,133.37076160404538
2007-02-02,4.5,133.3868463150695
2007-02-03,4.5,133.40293296593353
2007-02-04,4.5,133.41902155687143
2007-02-05,4.5,133.43511208811722
2007-02-06,4.5,133.45120455990485
2007-02-07,4.5,133.46729897246837
2007-02-08,4.5,133.4833953260418
2007-02-09,4.5,133.4994936208593
2007-02-10,4.5,133.51559385715495
2007-02-11,4.5,133.5316960351629
2007-02-12,4.5,133.54780015511733
2007-02-13,4.5,133.56390621725245
2007-02-14,4.5,133.58001422180246
2007-02-15,4.5,133.59612416900163
2007-02-16,4.5,133.61223605908424
2007-02-17,4.5,133.6283498922846
2007-02-18,4.5,133.64446566883709
2007-02-19,4.5,133.66058338897605
2007-02-20,4.5,133.67670305293592
2007-02-21,4.5,133.69282466095106
2007-02-22,4.5,133.70894821325595
2007-02-23,4.5,133.7250737100851
2007-02-24,4.5,133.74120115167304
2007-02-25,4.5,133.75733053825422
2007-02-26,4.5,133.77346187006333
2007-02-27,4.5,133.78959514733484
2007-02-28,4.5,133.80573037030348
2007-03-01,4.5,133.82186753920385
2007-03-02,4.5,133.83800665427066
2007-03-03,4.5,133.85414771573858
2007-03-04,4.5,133.8702907238424
2007-03-05,4.5,133.88643567881687
2007-03-06,4.5,133.90258258089676
2007-03-07,4.5,133.9187314303169
2007-03-08,4.5,133.9348822273122
2007-03-09,4.5,133.95103497211744
2007-03-10,4.5,133.9671896649676
2007-03-11,4.5,133.98334630609762
2007-03-12,4.5,133.99950489574246
2007-03-13,4.5,134.01566543413708
2007-03-14,4.5,134.0318279215165
2007-03-15,4.5,134.0479923581158
2007-03-16,4.5,134.06415874417007
2007-03-17,4.5,134.08032707991438
2007-03-18,4.5,134.09649736558393
2007-03-19,4.5,134.11266960141378
2007-03-20,4.5,134.12884378763923
2007-03-21,4.5,134.14501992449541
2007-03-22,4.5,134.16119801221762
2007-03-23,4.5,134.17737805104113
2007-03-24,4.5,134.19356004120124
2007-03-25,4.5,134.2097439829333
2007-03-26,4.5,134.22592987647266
2007-03-27,4.5,134.2421177220547
2007-03-28,4.5,134.25830751991484
2007-03-29,4.5,134.27449927028854
2007-03-30,4.5,134.29069297341127
2007-03-31,4.5,134.30688862951857
2007-04-01,4.5,134.3230862388459
2007-04-02,4.5,134.33928580162888
2007-04-03,4.5,134.3554873181031
2007-04-04,4.5,134.37169078850414
2007-04-05,4.5,134.38789621306765
2007-04-06,4.5,134.40410359202932
2007-04-07,4.5,134.42031292562487
2007-04-08,4.5,134.43652421409
2007-04-09,4.5,134.4527374576605
2007-04-10,4.5,134.46895265657216
2007-04-11,4.5,134.48516981106076
2007-04-12,4.5,134.50138892136215
2007-04-13,4.5,134.51760998771226
2007-04-14,4.5,134.53383301034694
2007-04-15,4.5,134.5500579895021
2007-04-16,4.5,134.56628492541378
2007-04-17,4.5,134.5825138183179
2007-04-18,4.5,134.5987446684505
2007-04-19,4.5,134.6149774760476
2007-04-20,4.5,134.63121224134534
2007-04-21,4.5,134.64744896457975
2007-04-22,4.5,134.66368764598698
2007-04-23,4.5,134.6799282858032
2007-04-24,4.5,134.69617088426457
2007-04-25,4.5,134.71241544160736
2007-04-26,4.5,134.7286619580678
2007-04-27,4.5,134.7449104338821
2007-04-28,4.5,134.7611608692866
2007-04-29,4.5,134.77741326451766
2007-04-30,4.5,134.79366761981163
2007-05-01,4.5,134.80992393540484
2007-05-02,4.5,134.82618221153376
2007-05-03,4.5,134.8424424484348
2007-05-04,4.5,134.85870464634448
2007-05-05,4.5,134.87496880549926
2007-05-06,4.5,134.8912349261357
2007-05-07,4.5,134.9075030084903
2007-05-08,4.5,134.9237730527997
2007-05-09,4.5,134.94004505930047
2007-05-10,4.5,134.9563190282293
2007-05-11,4.5,134.97259495982286
2007-05-12,4.5,134.98887285431783
2007-05-13,4.5,135.00515271195093
2007-05-14,4.5,135.02143453295892
2007-05-15,4.5,135.0377183175786
2007-05-16,4.5,135.0540040660468
2007-05-17,4.5,135.0702917786003
2007-05-18,4.5,135.08658145547602
2007-05-19,4.5,135.10287309691088
2007-05-20,4.5,135.11916670314176
2007-05-21,4.5,135.13546227440568
2007-05-22,4.5,135.15175981093955
2007-05-23,4.5,135.16805931298043
2007-05-24,4.5,135.18436078076533
2007-05-25,4.5,135.20066421453137
2007-05-26,4.5,135.21696961451565
2007-05-27,4.5,135.23327698095525
2007-05-28,4.5,135.2495863140873
2007-05-29,4.5,135.2658976141491
2007-05-30,4.5,135.2822108813778
2007-05-31,4.5,135.29852611601063
2007-06-01,4.5,135.3148433182849
2007-06-02,4.5,135.33116248843783
2007-06-03,4.5,135.34748362670686
2007-06-04,4.5,135.36380673332928
2007-06-05,4.5,135.3801318085425
2007-06-06,4.5,135.3964588525839
2007-06-07,4.5,135.41278786569094
2007-06-08,4.5,135.42911884810113
2007-06-09,4.5,135.44545180005196
2007-06-10,4.5,135.4617867217809
2007-06-11,4.5,135.47812361352558
2007-06-12,4.5,135.49446247552353
2007-06-13,4.5,135.5108033080124
2007-06-14,4.5,135.52714611122985
2007-06-15,4.5,135.54349088541352
2007-06-16,4.5,135.5598376308011
2007-06-17,4.5,135.57618634763037
2007-06-18,4.5,135.59253703613902
2007-06-19,4.5,135.60888969656492
2007-06-20,4.5,135.62524432914583
2007-06-21,4.5,135.6416009341196
2007-06-22,4.5,135.6579595117241
2007-06-23,4.5,135.67432006219727
2007-06-24,4.5,135.69068258577698
2007-06-25,4.5,135.70704708270125
2007-06-26,4.5,135.72341355320802
2007-06-27,4.5,135.73978199753535
2007-06-28,4.5,135.75615241592126
2007-06-29,4.5,135.77252480860383
2007-06-30,4.5,135.78889917582117
2007-07-01,4.5,135.8052755178114
2007-07-02,4.5,135.82165383481268
2007-07-03,4.5,135.83803412706322
2007-07-04,4.5,135.8544163948012
2007-07-05,4.5,135.87080063826488
2007-07-06,4.5,135.88718685769257
2007-07-07,4.5,135.90357505332253
2007-07-08,4.5,135.91996522539313
2007-07-09,4.5,135.93635737414272
2007-07-10,4.5,135.95275149980966
2007-07-11,4.5,135.9691476026324
2007-07-12,4.75,135.98643592068836
2007-07-13,4.75,136.0037264369338
2007-07-14,4.75,136.0210191516481
2007-07-15,4.75,136.03831406511085
2007-07-16,4.75,136.05561117760166
2007-07-17,4.75,136.07291048940004
2007-07-18,4.75,136.0902120007857
2007-07-19,4.75,136.1075157120383
2007-07-20,4.75,136.12482162343753
2007-07-21,4.75,136.14212973526315
2007-07-22,4.75,136.15944004779493
2007-07-23,4.75,136.17675256131272
2007-07-24,4.75,136.19406727609635
2007-07-25,4.75,136.2113841924257
2007-07-26,4.75,136.2287033105807
2007-07-27,4.75,136.24602463084133
2007-07-28,4.75,136.26334815348756
2007-07-29,4.75,136.2806738787994
2007-07-30,4.75,136.29800180705698
2007-07-31,4.75,136.31533193854034
2007-08-01,4.75,136.33266427352967
2007-08-02,4.75,136.34999881230513
2007-08-03,4.75,136.3673355551469
2007-08-04,4.75,136.38467450233523
2007-08-05,4.75,136.4020156541504
2007-08-06,4.75,136.41935901087277
2007-08-07,4.75,136.43670457278262
2007-08-08,4.75,136.45405234016042
2007-08-09,5.0,136.47229360208487
2007-08-10,5.0,136.49053730251248
2007-08-11,5.0,136.50878344176925
2007-08-12,5.0,136.52703202018114
2007-08-13,5.0,136.54528303807427
2007-08-14,5.0,136.56353649577474
2007-08-15,5.0,136.58179239360868
2007-08-16,5.0,136.60005073190231
2007-08-17,5.0,136.61831151098187
2007-08-18,5.0,136.63657473117368
2007-08-19,5.0,136.654840392804
2007-08-20,5.0,136.67310849619923
2007-08-21,5.0,136.69137904168585
2007-08-22,5.0,136.70965202959022
2007-08-23,5.0,136.7279274602389
2007-08-24,5.0,136.74620533395841
2007-08-25,5.0,136.7644856510754
2007-08-26,5.0,136.78276841191644
2007-08-27,5.0,136.80105361680825
2007-08-28,5.0,136.8193412660775
2007-08-29,5.0,136.83763136005098
2007-08-30,5.0,136.85592389905554
2007-08-31,5.0,136.874218883418
2007-09-01,5.0,136.89251631346525
2007-09-02,5.0,136.91081618952424
2007-09-03,5.0,136.92911851192198
2007-09-04,5.0,136.94742328098545
2007-09-05,5.0,136.96573049704176
2007-09-06,5.0,136.98404016041798
2007-09-07,5.0,137.00235227144134
2007-09-08,5.0,137.02066683043896
2007-09-09,5.0,137.03898383773816
2007-09-10,5.0,137.0573032936662
2007-09-11,5.0,137.0756251985504
2007-09-12,5.0,137.09394955271813
2007-09-13,5.0,137.11227635649686
2007-09-14,5.0,137.13060561021405
2007-09-15,5.0,137.14893731419716
2007-09-16,5.0,137.16727146877378
2007-09-17,5.0,137.1856080742715
2007-09-18,5.0,137.20394713101794
2007-09-19,5.0,137.2222886393408
2007-09-20,5.0,137.24063259956785
2007-09-21,5.0,137.2589790120268
2007-09-22,5.0,137.27732787704548
2007-09-23,5.0,137.2956791949518
2007-09-24,5.0,137.31403296607357
2007-09-25,5.0,137.3323891907388
2007-09-26,5.0,137.3507478692755
2007-09-27,5.0,137.36910900201164
2007-09-28,5.0,137.38747258927538
2007-09-29,5.0,137.40583863139474
2007-09-30,5.0,137.424207128698
2007-10-01,5.0,137.4425780815133
2007-10-02,5.0,137.4609514901689
2007-10-03,5.0,137.47932735499307
2007-10-04,5.0,137.49770567631424
2007-10-05,5.0,137.51608645446075
2007-10-06,5.0,137.534469689761
2007-10-07,5.0,137.5528553825435
2007-10-08,5.0,137.57124353313674
2007-10-09,5.0,137.58963414186934
2007-10-10,5.0,137.60802720906983
2007-10-11,5.0,137.6264227350669
2007-10-12,5.0,137.64482072018924
2007-10-13,5.0,137.6632211647656
2007-10-14,5.0,137.68162406912472
2007-10-15,5.0,137.70002943359546
2007-10-16,5.0,137.71843725850667
2007-10-17,5.0,137.7368475441873
2007-10-18,5.0,137.75526029096628
2007-10-19,5.0,137.77367549917258
2007-10-20,5.0,137.79209316913528
2007-10-21,5.0,137.8105133011835
2007-10-22,5.0,137.82893589564634
2007-10-23,5.0,137.84736095285294
2007-10-24,5.0,137.8657884731326
2007-10-25,5.0,137.88421845681452
2007-10-26,5.0,137.902650904228
2007-10-27,5.0,137.92108581570247
2007-10-28,5.0,137.93952319156728
2007-10-29,5.0,137.95796303215187
2007-10-30,5.0,137.97640533778574
2007-10-31,5.0,137.99485010879837
2007-11-01,5.0,138.0132973455194
2007-11-02,5.0,138.03174704827842
2007-11-03,5.0,138.05019921740507
2007-11-04,5.0,138.06865385322908
2007-11-05,5.0,138.0871109560802
2007-11-06,5.0,138.10557052628823
2007-11-07,5.0,138.12403256418298
2007-11-08,5.0,138.14249707009435
2007-11-09,5.0,138.16096404435228
2007-11-10,5.0,138.17943348728673
2007-11-11,5.0,138.1979053992277
2007-11-12,5.0,138.21637978050524
2007-11-13,5.0,138.2348566314495
2007-11-14,5.0,138.2533359523906
2007-11-15,5.0,138.2718177436587
2007-11-16,5.0,138.29030200558407
2007-11-17,5.0,138.30878873849696
2007-11-18,5.0,138.32727794272773
2007-11-19,5.0,138.34576961860677
2007-11-20,5.0,138.3642637664644
2007-11-21,5.0,138.38276038663116
2007-11-22,5.0,138.4012594794375
2007-11-23,5.0,138.41976104521402
2007-11-24,5.0,138.43826508429123
2007-11-25,5.0,138.4567715969998
2007-11-26,5.0,138.4752805836704
2007-11-27,5.0,138.4937920446338
2007-11-28,5.0,138.5123059802207
2007-11-29,5.0,138.53082239076195
2007-11-30,5.0,138.5493412765884
2007-12-01,5.0,138.5678626380309
2007-12-02,5.0,138.58638647542045
2007-12-03,5.0,138.604912789088
2007-12-04,5.0,138.62344157936462
2007-12-05,5.0,138.64197284658133
2007-12-06,5.0,138.66050659106926
2007-12-07,5.0,138.67904281315964
2007-12-08,5.0,138.69758151318362
2007-12-09,5.0,138.71612269147244
2007-12-10,5.0,138.73466634835742
2007-12-11,5.0,138.7532124841699
2007-12-12,5.0,138.77176109924125
2007-12-13,5.0,138.79031219390293
2007-12-14,5.0,138.80886576848636
2007-12-15,5.0,138.82742182332314
2007-12-16,5.0,138.84598035874473
2007-12-17,5.0,138.8645413750828
2007-12-18,5.0,138.883104872669
2007-12-19,5.0,138.90167085183504
2007-12-20,5.0,138.92023931291257
2007-12-21,5.0,138.93881025623347
2007-12-22,5.0,138.95738368212955
2007-12-23,5.0,138.97595959093263
2007-12-24,5.0,138.9945379829747
2007-12-25,5.0,139.01311885858766
2007-12-26,5.0,139.03170221810353
2007-12-27,5.0,139.0502880618544
2007-12-28,5.0,139.06887639017228
2007-12-29,5.0,139.0874672033894
2007-12-30,5.0,139.1060605018379
2007-12-31,5.0,139.12465628585
2008-01-01,5.0,139.143254555758
2008-01-02,5.0,139.1618553118942
2008-01-03,5.0,139.18045855459093
2008-01-04,5.0,139.19906428418065
2008-01-05,5.0,139.21767250099577
2008-01-06,5.0,139.2362832053688
2008-01-07,5.0,139.25489639763228
2008-01-08,5.0,139.27351207811878
2008-01-09,5.0,139.29213024716094
2008-01-10,5.0,139.31075090509145
2008-01-11,5.0,139.32937405224297
2008-01-12,5.0,139.34799968894828
2008-01-13,5.0,139.36662781554023
2008-01-14,5.0,139.38525843235163
2008-01-15,5.0,139.4038915397154
2008-01-16,5.0,139.42252713796444
2008-01-17,5.0,139.44116522743175
2008-01-18,5.0,139.4598058084504
2008-01-19,5.0,139.4784488813534
2008-01-20,5.0,139.49709444647388
2008-01-21,5.0,139.515742504145
2008-01-22,5.0,139.5343930547
2008-01-23,5.0,139.5530460984721
2008-01-24,5.0,139.5717016357946
2008-01-25,5.0,139.59035966700085
2008-01-26,5.0,139.60902019242423
2008-01-27,5.0,139.62768321239815
2008-01-28,5.0,139.6463487272561
2008-01-29,5.0,139.6650167373316
2008-01-30,5.0,139.6836872429582
2008-01-31,5.0,139.70236024446953
2008-02-01,5.0,139.72103574219923
2008-02-02,5.0,139.73971373648098
2008-02-03,5.0,139.75839422764852
2008-02-04,5.0,139.77707721603565
2008-02-05,5.0,139.79576270197623
2008-02-06,5.0,139.81445068580408
2008-02-07,5.0,139.8331411678531
2008-02-08,5.0,139.85183414845736
2008-02-09,5.0,139.87052962795076
2008-02-10,5.0,139.88922760666742
2008-02-11,5.0,139.9079280849414
2008-02-12,5.0,139.92663106310687
2008-02-13,5.0,139.94533654149797
2008-02-14,5.0,139.964044520449
2008-02-15,5.0,139.9827550002942
2008-02-16,5.0,140.00146798136785
2008-02-17,5.0,140.0201834640044
2008-02-18,5.0,140.0389014485382
2008-02-19,5.0,140.05762193530373
2008-02-20,5.0,140.0763449246355
2008-02-21,5.0,140.09507041686803
2008-02-22,5.0,140.11379841233588
2008-02-23,5.0,140.13252891137375
2008-02-24,5.0,140.1512619143163
2008-02-25,5.0,140.16999742149824
2008-02-26,5.0,140.18873543325435
2008-02-27,5.0,140.2074759499194
2008-02-28,5.0,140.22621897182833
2008-02-29,5.0,140.24496449931596
2008-03-01,5.0,140.26371253271728
2008-03-02,5.0,140.28246307236728
2008-03-03,5.0,140.301216118601
2008-03-04,5.0,140.31997167175348
2008-03-05,5.0,140.33872973215992
2008-03-06,5.0,140.35749030015543
2008-03-07,5.0,140.37625337607525
2008-03-08,5.0,140.39501896025465
2008-03-09,5.0,140.4137870530289
